0	0
0.001	0
0.002	-1.17926395469676E-5
0.003	-1.42032932525842E-5
0.004	-2.78558639108925E-5
0.005	-1.07842842961608E-5
0.006	-1.0803962517026E-5
0.007	1.741325413785E-5
0.008	6.11652268223024E-5
0.009	1.21162109331957E-4
0.01	1.50549257024694E-4
0.011	1.95241213253681E-4
0.012	2.25427811207244E-4
0.013	2.68861054130437E-4
0.014	3.41101676903535E-4
0.015	3.73916966644328E-4
0.016	3.93880111759741E-4
0.017	3.66006142006572E-4
0.018	3.37905247777193E-4
0.019	3.32703453408994E-4
0.02	3.29438199370493E-4
0.021	3.06042841499232E-4
0.022	3.12204906470285E-4
0.023	3.41178707328177E-4
0.024	3.33111961073743E-4
0.025	3.0443652418875E-4
0.026	2.75094588332083E-4
0.027	2.19742350581877E-4
0.028	2.09237838781281E-4
0.029	1.35295365269261E-4
0.03	1.13267912488724E-4
0.031	7.44063509114161E-5
0.032	2.963378004713E-5
0.033	-1.29309479555751E-5
0.034	-1.21017715495093E-4
0.035	-2.27806960524384E-4
0.036	-3.94965132929809E-4
0.037	-5.47546462926069E-4
0.038	-7.02833715789886E-4
0.039	-8.61722937465785E-4
0.04	-9.60045732890959E-4
0.041	-0.0010256729292345
0.042	-0.00112420637571591
0.043	-0.00121882825429777
0.044	-0.00130833273716949
0.045	-0.00140179838051038
0.046	-0.00151127287386664
0.047	-0.00164036251225543
0.048	-0.00177871944102618
0.049	-0.00186186307888532
0.05	-0.00191136748511629
0.051	-0.00192359969141483
0.052	-0.00192471510848929
0.053	-0.00190236322288144
0.054	-0.00185256195535791
0.055	-0.00181916736779844
0.056	-0.00177291027667899
0.057	-0.00167825826824409
0.058	-0.00160559454893157
0.059	-0.00153308403472426
0.06	-0.00147723017898602
0.061	-0.00141945800524816
0.062	-0.0013182514608649
0.063	-0.00126693988999188
0.064	-0.00121346943000206
0.065	-0.00108293247341685
0.066	-9.22948609222461E-4
0.067	-7.76829559573876E-4
0.068	-6.35276216782643E-4
0.069	-4.96641280099571E-4
0.07	-3.10629470027026E-4
0.071	-1.07761241720917E-4
0.072	7.82758223626154E-5
0.073	2.41772720257246E-4
0.074	4.55190723220866E-4
0.075	6.63683567827327E-4
0.076	8.94944946227163E-4
0.077	0.00115091624438941
0.078	0.00144469945784595
0.079	0.00169963976825006
0.08	0.00193095399150259
0.081	0.00212254313858708
0.082	0.0022999093868933
0.083	0.00245951844797574
0.084	0.00263357438174445
0.085	0.00278161655640551
0.086	0.00281018185033688
0.087	0.0028074756534211
0.088	0.00284886729728183
0.089	0.00289981541236224
0.09	0.00287972264039258
0.091	0.00277297654960501
0.092	0.00269001318888109
0.093	0.00258104634844111
0.094	0.00249080051977175
0.095	0.00238296141110772
0.096	0.00227689415065529
0.097	0.00214221711646353
0.098	0.00192041481882384
0.099	0.0017359021174626
0.1	0.00152627255628816
0.101	0.00130058493429299
0.102	0.00103520207808134
0.103	7.38693090257414E-4
0.104	4.32212387050227E-4
0.105	1.50952819038866E-4
0.106	-1.1901957088379E-4
0.107	-3.68549712203679E-4
0.108	-6.92986823214753E-4
0.109	-9.87015374208221E-4
0.11	-0.00121575408766947
0.111	-0.00140377403973918
0.112	-0.00155299965851835
0.113	-0.00166635948441821
0.114	-0.00177259956994922
0.115	-0.0018380246364708
0.116	-0.00187874284422011
0.117	-0.00189870598467039
0.118	-0.00186748502575785
0.119	-0.00182189031452668
0.12	-0.00176970427678663
0.121	-0.00165666555661667
0.122	-0.00154156996871065
0.123	-0.00136692795111464
0.124	-0.00117097687582441
0.125	-9.37662454163474E-4
0.126	-6.98316131073957E-4
0.127	-4.35517875045308E-4
0.128	-1.90174198326759E-4
0.129	5.52349237927046E-5
0.13	3.29083190104422E-4
0.131	5.95385320269782E-4
0.132	7.93753136841914E-4
0.133	0.00101961925450431
0.134	0.00123743515369462
0.135	0.00146625261637874
0.136	0.00163902837876119
0.137	0.0018704084709539
0.138	0.00201824603374047
0.139	0.00216159132878613
0.14	0.00231022740285262
0.141	0.00241974263595196
0.142	0.00255832992957076
0.143	0.00265484686305289
0.144	0.00265394864300596
0.145	0.00263642781471603
0.146	0.00254102928725789
0.147	0.00244649686647708
0.148	0.00235941912654773
0.149	0.00226575470519355
0.15	0.00210986769725151
0.151	0.0018921540570888
0.152	0.0016561337445242
0.153	0.00144275163777627
0.154	0.00122162470303913
0.155	9.78468518367865E-4
0.156	6.96657685040398E-4
0.157	3.88152825032856E-4
0.158	6.56199975687359E-5
0.159	-2.01526211316516E-4
0.16	-4.57044165833036E-4
0.161	-7.11013134537309E-4
0.162	-9.90171417338105E-4
0.163	-0.00122880551103101
0.164	-0.00151702154409506
0.165	-0.00176659601508886
0.166	-0.00192125383118623
0.167	-0.00211241026668637
0.168	-0.00232213282705804
0.169	-0.00245467963959575
0.17	-0.00254011841760802
0.171	-0.00257495771817317
0.172	-0.00258785966569342
0.173	-0.00262687532561097
0.174	-0.00265220117323174
0.175	-0.00266830508025304
0.176	-0.00268960158342262
0.177	-0.00268351335339736
0.178	-0.00258581058028657
0.179	-0.00244391225536443
0.18	-0.00231549289029135
0.181	-0.00214955481155728
0.182	-0.00198060306328329
0.183	-0.00174944707358609
0.184	-0.00150866008984668
0.185	-0.001236042794032
0.186	-9.3315004772204E-4
0.187	-6.05955660909661E-4
0.188	-2.45552104397242E-4
0.189	1.1340918273248E-4
0.19	4.50050047882257E-4
0.191	7.74085015599744E-4
0.192	0.00107379772085703
0.193	0.00144079690402196
0.194	0.00177664084031612
0.195	0.00203832526443757
0.196	0.00227160620919103
0.197	0.00243886471744435
0.198	0.00249464236993273
0.199	0.00252532129449903
0.2	0.0025729723837205
0.201	0.00259105478487938
0.202	0.00260630542160522
0.203	0.00261736422052226
0.204	0.00253618101608227
0.205	0.00244706341388667
0.206	0.00233698836452056
0.207	0.00219484862799891
0.208	0.0020493111490937
0.209	0.00187950170112986
0.21	0.00168857047241778
0.211	0.00145733325849865
0.212	0.00121700344465531
0.213	9.97052449327169E-4
0.214	7.36611106346759E-4
0.215	4.85291280646753E-4
0.216	2.37453551684514E-4
0.217	-3.77930997676491E-6
0.218	-2.10135419990113E-4
0.219	-3.92707553792569E-4
0.22	-5.52880985694897E-4
0.221	-7.00496848361521E-4
0.222	-8.51750567696075E-4
0.223	-9.44890745984877E-4
0.224	-0.00101561882071237
0.225	-0.001065868172063
0.226	-0.00112637556661898
0.227	-0.00115440399661176
0.228	-0.0012006762335774
0.229	-0.00118118142035526
0.23	-0.00113431656631912
0.231	-0.00104126806293587
0.232	-8.33860998792048E-4
0.233	-5.74269545221639E-4
0.234	-2.6825527909694E-4
0.235	6.29821739376243E-5
0.236	4.15440925237129E-4
0.237	7.76033371476774E-4
0.238	0.00118337268287964
0.239	0.00157251534051141
0.24	0.00193974755567252
0.241	0.00228943121368689
0.242	0.00260400347074381
0.243	0.00293703672467887
0.244	0.00321764483963773
0.245	0.0034432882428966
0.246	0.00358320973004868
0.247	0.00368918077369834
0.248	0.00380507056905859
0.249	0.00381652415437924
0.25	0.00382906433383819
0.251	0.00379792246306791
0.252	0.0037154267470977
0.253	0.00358162807508679
0.254	0.00342439498495127
0.255	0.00322079384968232
0.256	0.00295413958367376
0.257	0.00264247036100959
0.258	0.00232845472732404
0.259	0.00192945485649962
0.26	0.00155666276185748
0.261	0.00115805827994879
0.262	7.91955461772825E-4
0.263	4.1612996411074E-4
0.264	5.73366228077519E-5
0.265	-3.14758022249476E-4
0.266	-6.66593053126224E-4
0.267	-0.00103231277403031
0.268	-0.00141902054509188
0.269	-0.00171898370839666
0.27	-0.00200560998422672
0.271	-0.00226028508635757
0.272	-0.00251764570893205
0.273	-0.00278926134814118
0.274	-0.00308250941257402
0.275	-0.00337196408543977
0.276	-0.00362032330408614
0.277	-0.00384701395597492
0.278	-0.00406956135587841
0.279	-0.00424831700109555
0.28	-0.0044053454736595
0.281	-0.0045347936160374
0.282	-0.00462573560554078
0.283	-0.00468610637704922
0.284	-0.00465662601239007
0.285	-0.00459195983647176
0.286	-0.00441699718179435
0.287	-0.00421384815196957
0.288	-0.00394621792358163
0.289	-0.0037069739324456
0.29	-0.00340713977951904
0.291	-0.0030956088772285
0.292	-0.00273998567295981
0.293	-0.00229184660239878
0.294	-0.00181227162902455
0.295	-0.0012910607320302
0.296	-7.64561838271517E-4
0.297	-2.30954016390743E-4
0.298	2.80227940251336E-4
