% Model:              moire_potential_wavefunction.mph
% Version:            COMSOL 5.5.0.306
% Date:               Feb 13 2023, 11:04
% Dimension:          2
% Nodes:              1333
% Expressions:        2
% Description:        Normalized wave function, Potential energy
% Length unit:        nm
% X                       Y                        schr.Psi (1) @ lambda=1  schr.V (J) @ lambda=1
2.324230369730867         4.907537883402219        1.1259484589938653E8     2.2517261244555806E-21
2.1430101840380966        4.807650110584363        1.1246528235677023E8     2.2721633427508608E-21
1.9638245325627641        4.708037417415815        1.1240027113724758E8     2.284276011813082E-21
1.7870946753567283        4.6085032924224025       1.1238080574319719E8     2.2892339781313945E-21
1.6121484571376763        4.507376820668716        1.1237874916464083E8     2.28944479515379E-21
1.4378105276048423        4.404650681229546        1.1240377296922053E8     2.283990694087597E-21
1.2612458426707314        4.298569441370405        1.1246442626550509E8     2.272290213266593E-21
1.083527061746281         4.191059494521742        1.125924212212892E8      2.2519790494553723E-21
0.7228529655856328        4.191483101976518        1.1518764870012493E8     1.9917336124944436E-21
0.9036693504596239        4.081222246276938        1.1280102254197575E8     2.2227040672311004E-21
0.5423497954564549        4.081123124252377        1.1496908258662401E8     2.0030687452729654E-21
0.3616122566995539        3.9707277278719055       1.1479785982068141E8     2.011619614180887E-21
0.1808274842313845        3.8603491291532794       1.1468872947528623E8     2.0169420267376852E-21
0                         3.75                     1.1465131757838444E8     2.018742542208E-21
2.694434590760126         5.109135851442698        1.1311252094478844E8     2.1836231798624863E-21
2.880680634916055         5.210385848138837        1.1353149649961197E8     2.135541056452277E-21
3.066723692222446         5.311773912718249        1.1405975959137134E8     2.079430123989346E-21
3.2526848358443936        5.413231168017354        1.1468849483109997E8     2.0169639933813615E-21
3.4386302797323283        5.514705882352942        1.1540300018087238E8     1.9499966861479175E-21
2.6994501764210472        4.897388644149337        1.1147239030449568E8     2.3472112835003273E-21
2.5133040055522398        4.79616682593796         1.1071718671910854E8     2.4289262774422365E-21
2.330288276159114         4.695732076275952        1.1015340441153872E8     2.4918011170232487E-21
2.149542667077071         4.595646002010358        1.0976851213980721E8     2.5358783160160247E-21
1.9700330831345563        4.495604712508555        1.0955488944016857E8     2.5610102301618218E-21
1.7930238197816624        4.395656090187812        1.094976239312886E8      2.5680821436637468E-21
1.6176991889230548        4.2924046291442135       1.0955649195485161E8     2.5608688089263843E-21
1.4413931576139214        4.187106345212089        1.0976977060516168E8     2.5357889640809194E-21
1.2642071765917948        4.080507795660015        1.101533508115288E8      2.4918423936566272E-21
1.0842542302073264        3.970703795784642        1.1071753785511397E8     2.4288555919317816E-21
0.7231412922240188        3.970824046874589        1.1311177976667477E8     2.183681528240926E-21
0.9039439887338137        3.8605479716340088       1.1147301312995256E8     2.3471372880441423E-21
0.542420897587153         3.8604417201116097       1.1353194283873893E8     2.135494917555634E-21
0.3616515634220992        3.750078814735458        1.1405990690056874E8     2.0794149684379215E-21
0.18084025732692044       3.6397346538692177       1.1468842393977165E8     2.016970249461448E-21
0                         3.5294117647058822       1.1540299990844983E8     1.9499966861479152E-21
2.8856726822272147        4.998653321854757        1.1241485980205299E8     2.2485509406528864E-21
3.071778717412369         5.100022548765875        1.135306372171333E8      2.1356218070964846E-21
3.2577713252353226        5.201463985177829        1.14796573802866E8       2.0117406735924222E-21
3.443721312318871         5.3029358779655755       1.1618180843325402E8     1.8805818167802232E-21
3.629665295273013         5.404411764705883        1.1764750174294358E8     1.746100175644226E-21
2.8907143665042874        4.786893063041538        1.1146923612312557E8     2.3475111196816087E-21
2.704671507103711         4.685624820876138        1.1008479423052244E8     2.4889467623056424E-21
2.519040713753295         4.584408477304976        1.0897828639242287E8     2.6044644248310483E-21
2.3361573543257887        4.483779808064272        1.0816425823696108E8     2.6910270218606754E-21
2.1548967282242426        4.383216942916762        1.076341239535536E8      2.74823113187204E-21
1.9755950443268173        4.282598684239222        1.0738018557643305E8     2.7759429334664448E-21
1.7985765176910733        4.181174959000291        1.0738623457380973E8     2.775345638677736E-21
1.6218864702639253        4.075842636105041        1.0763621317696042E8     2.748029986725845E-21
1.4449449082985903        3.9698394944973256       1.0816368398401308E8     2.6911165098295826E-21
1.265193580408751         3.8603930092783423       1.0897943891245876E8     2.6043416794791373E-21
1.084762728659157         3.75024047580071         1.1008632493718302E8     2.4887883048903127E-21
0.7232339881704327        3.7501515902858866       1.1241576940635453E8     2.2484572094561202E-21
0.9040610731255332        3.639859290899567        1.1147102100671081E8     2.3473315021373333E-21
0.5424938911267548        3.639779162410042        1.1353088513385211E8     2.135596116293365E-21
0.3616761770711438        3.529451539110292        1.1479645270160352E8     2.01175078730161E-21
0.18084688258433412       3.419130607014897        1.1618168856037652E8     1.8805926064300632E-21
0                         3.3088235294117645       1.1764750131700982E8     1.746100175644221E-21
3.0768400787053674        4.888266845365968        1.1310810984477268E8     2.1840371142745057E-21
3.2628533850017187        4.989699405364747        1.149655533233371E8      2.0034022475068096E-21
3.4488136251105184        5.091165409723993        1.169968120119315E8      1.8109508104938457E-21
3.634757481816052         5.192641349727518        1.1914704516139273E8     1.6124608862132308E-21
3.8207003108136965        5.294117647058824        1.213518374776876E8      1.4139964618152197E-21
3.0819621930875503        4.676484567535993        1.1279331160788488E8     2.2234571416183306E-21
2.895807449603605         4.575127542917127        1.1070902535728975E8     2.429710240108382E-21
2.709758042740648         4.4737753570210055       1.0897297210198496E8     2.604999078159619E-21
2.5241987364831546        4.372478780935154        1.0761639010079725E8     2.7443691449459136E-21
2.3410519652673516        4.271521808087247        1.0665888522859985E8     2.844114843795312E-21
2.1595153133146474        4.1704692208148515       1.0609383647879855E8     2.9035621351793396E-21
1.9803698870943136        4.068956367525581        1.059119232964424E8      2.9228144000013317E-21
1.8031525364483714        3.965256901014856        1.0609710856269832E8     2.9032295431801085E-21
1.6255525126085413        3.8592734877614747       1.066601612899928E8      2.8439915085450788E-21
1.4460495229296677        3.7499940441565576       1.0761874399989568E8     2.7441265327162012E-21
1.2656899042228615        3.6399031473861236       1.0897519592422004E8     2.604774364923462E-21
1.084926107522666         3.529551913127899        1.1071129658547889E8     2.4294847556379328E-21
0.7233113969977759        3.5294926976821404       1.1310879107441692E8     2.183968531065243E-21
0.9041573476921613        3.4191992169709247       1.1279385708334212E8     2.223400642130628E-21
0.5425177470216479        3.419156494246081        1.1496554410549437E8     2.0034012852605523E-21
0.36169138503921094       3.308841220163777        1.1699661220630126E8     1.8109684966051716E-21
0.18085028657957392       3.198534596535285        1.19146944789333E8       1.6124698464809875E-21
0                         3.088235294117647        1.2135183680056648E8     1.4139964618152108E-21
3.267940373110885         4.7779345274820395       1.151800082765653E8      1.9924649976961824E-21
3.4539078312802496        4.879394510331132        1.1781445527656661E8     1.743446212726183E-21
3.6398526644302223        4.980869737638527        1.2062759782717581E8     1.4839082522174506E-21
3.8257944928520344        5.0823468595495          1.235387944301372E8      1.2217301842034672E-21
4.011735326354382         5.183823529411766        1.2645672378830808E8     9.649949383208421E-22
3.2730421132279157        4.566162990479961        1.1542055881639923E8     1.979608657890709E-21
3.087001820960932         4.464739204448904        1.1258003401908462E8     2.2532244519815326E-21
2.9009132089322325        4.363338272605399        1.1014093089999767E8     2.4931129177503304E-21
2.7149235974617567        4.261912244645744        1.0815319328727265E8     2.692207837272733E-21
2.5294135671089206        4.160469258708046        1.0665209583548702E8     2.844836835203345E-21
2.3461363446114296        4.0589195649325855       1.0565885798302566E8     2.9469733508774756E-21
2.1647182654365267        3.9571117797644075       1.0516810181338073E8     2.997793427919648E-21
1.985514463590235         3.8543031043049667       1.0516968753836273E8     2.997631850149438E-21
1.8067911780019315        3.748703206230549        1.0565964991873692E8     2.946890337199506E-21
1.6271359376544134        3.639670330943344        1.066537006440687E8      2.844671988672911E-21
1.446705204273293         3.5295364919443437       1.0815496672944282E8     2.692031826312127E-21
1.2658460474465925        3.4192246870378438       1.1014329449741976E8     2.492881216627858E-21
1.0850243914020972        3.3088956932191667       1.1258129926847495E8     2.2531011004936355E-21
0.7233630838500592        3.308862077472339        1.151801132995904E8      1.99245304896737E-21
0.9042153053675404        3.1985674005567413       1.1542052487036787E8     1.9796096860928147E-21
0.5425405952202734        3.198545982317           1.1781421093428607E8     1.7434676630548073E-21
0.3617000516470608        3.08824217681941         1.206273759126919E8      1.4839279305392734E-21
0.1808518887682965        2.977943052895577        1.2353868233102651E8     1.22174003947499E-21
0                         2.8676470588235294       1.2645672280507033E8     9.649949383208288E-22
3.459006367032316         4.6676222228739475       1.1859765807174079E8     1.6804370586765918E-21
3.6449545736313134        4.769094645783688        1.2203245961241116E8     1.3646204174942403E-21
3.830896012693764         4.87057284417399         1.2563029308762984E8     1.0417379180829353E-21
4.016834383075049         4.972051857406535        1.2928278623281117E8     7.216894557781906E-22
4.202770341895064         5.073529411764708        1.3287076516191007E8     4.143858135257261E-22
3.4641167328145603        4.455843150399927        1.1930825695337354E8     1.6242256142355208E-21
3.2781434274713184        4.354390129951111        1.1566518835429692E8     1.9656921720930084E-21
3.092114528030667         4.2529600649295025       1.1246144230196838E8     2.272763792224689E-21
2.9060597187442223        4.151445387865552        1.097663154064784E8      2.5363050220441358E-21
2.7200630568681685        4.049783916517825        1.0763165794232391E8     2.7486173333748862E-21
2.534878173938174         3.947693231325669        1.0609607463201584E8     2.903404923866079E-21
2.3506168838975           3.84523521130158         1.051749762706625E8      2.997111809947325E-21
2.1691871662937325        3.7418508248296223       1.048722840229571E8      3.02805487075022E-21
1.9889616924845877        3.637741783473524        1.0517545991729784E8     2.997059796454489E-21
1.8084130970141494        3.528868618902829        1.0609725663258727E8     2.9032808190322318E-21
1.627653655176743         3.4191230318388          1.0763426471057923E8     2.748355396450113E-21
1.4467594094662146        3.3089008178069226       1.0976836697960223E8     2.536102991613727E-21
1.2659063868550053        3.198572260538258        1.1246266689426623E8     2.2726460718601567E-21
1.085075458275624         3.0882622397295343       1.1566508420382376E8     1.96570047641328E-21
0.7233915565456014        3.088251311462253        1.1859726470883632E8     1.6804719314097915E-21
0.9042454143439           2.9779558221806632       1.1930740957529928E8     1.624301804522624E-21
0.5425523759319888        2.9779471627192855       1.2203197098401524E8     1.3646637316819919E-21
0.361703897188037         2.8676494261330756       1.2562986978292333E8     1.0417749253523022E-21
0.1808525282729514        2.7573535653230032       1.2928254088386787E8     7.217105538698228E-22
0                         2.647058823529412        1.3287076399485247E8     4.1438581352570708E-22
3.6500684713637606        4.557313213243369        1.233039849496568E8      1.258569483049068E-21
3.8360123175825533        4.65879078190031         1.2754710114350165E8     8.797896926881527E-22
4.021949137974906         4.7602731392022255       1.3191475401512562E8     4.9947671563012685E-22
4.20787989242769          4.861756147469647        1.3626948538369063E8     1.293564841149088E-22
4.39380535743575          4.963235294117649        1.404636019327527E8      -2.190805792080931E-22
3.6552078934098766        4.345519182859487        1.2438708371496744E8     1.1693686436981413E-21
3.4692527599349443        4.244054713777082        1.199096465516559E8      1.5769581623971768E-21
3.283263324592621         4.142612161843327        1.1589223328764962E8     1.9516237976719833E-21
3.0972306282721136        4.041137839891639        1.1242592415759219E8     2.2821218003809835E-21
2.911277969543459         3.939413818344988        1.0958256849160911E8     2.5585130049150376E-21
2.7256057058704126        3.8370166677720454       1.0741387879216261E8     2.7726925157581993E-21
2.5402051439613262        3.73379829976874         1.059522936750127E8      2.9187516849148035E-21
2.354486248413319         3.6295343486851306       1.0521665305304195E8     2.992805761448924E-21
2.1727244203931266        3.525271473448158        1.0521842659193496E8     2.9926298304680393E-21
1.9910073779001           3.4177884408909924       1.0594970008634382E8     2.919012054497944E-21
1.8094460355744713        3.3081695960707447       1.0741297895465861E8     2.7727813226998958E-21
1.6280651377597675        3.198121272706158        1.0958530663749862E8     2.558250170540602E-21
1.4468610003142537        3.088076237225234        1.1242885170194195E8     2.2818444466769898E-21
1.2659216658148609        2.9779036425895677       1.1589276005137052E8     1.951574046434275E-21
1.0850924168443439        2.8676450411799834       1.1990806447205806E8     1.5771012145744357E-21
0.7234044001879965        2.867652916039695        1.2330284177082114E8     1.2586707502264035E-21
0.9042582919622858        2.757357403238265        1.2438449045539592E8     1.1695982949724757E-21
0.5425566198220386        2.7573549676148605       1.2754586268689609E8     8.798973504268134E-22
0.36170516550936527       2.647059589172898        1.3191368404989727E8     4.995679198921069E-22
0.18085275106752963       2.536764899338143        1.362688591831362E8      1.294088413892549E-22
0                         2.4264705882352944       1.4046360126820594E8     -2.1908057920811376E-22
3.8411519519900916        4.446996176427674        1.2921237450471894E8     7.411669324558425E-22
4.027092580557155         4.548479542750693        1.34251979556253E8       3.05417838361712E-22
4.213019150371261         4.649970484324748        1.3935275455587992E8     -1.2443918604196344E-22
4.398934138185594         4.751460737464485        1.4434720357762757E8     -5.35109352252393E-22
4.5848403729764335        4.8529411764705905       1.4905925645974427E8     -9.138323016352571E-22
3.8463364098020283        4.235184123037164        1.3055639903713255E8     6.304536113829214E-22
3.6603962135556247        4.133710320602392        1.2523269861103725E8     1.100140408815166E-21
3.4744321121044237        4.0322598708742765       1.2036933537987672E8     1.540547549974183E-21
3.2884723590514136        3.9308428686576877       1.1608297859884976E8     1.938257142562747E-21
3.1025609152444233        3.8293135039646717       1.1246563453294279E8     2.2812800623469742E-21
