"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.832730585E0,5.536591634E-3,2.255038768E-1,9.750685692E0,9.753294526E0
8.835229080E0,-4.040215164E-3,2.171241641E-1,9.758990288E0,9.761406183E0
8.837771032E0,2.020107582E-3,1.872714609E-1,9.744625092E0,9.746424619E0
8.840294509E0,5.536591634E-3,2.099415660E-1,9.754201889E0,9.756462505E0
8.842817174E0,-2.843114547E-3,2.063502520E-1,9.757793427E0,9.759975464E0
8.845340775E0,5.536591634E-3,2.099415660E-1,9.754201889E0,9.756462505E0
8.847863521E0,9.202713147E-3,1.933317930E-1,9.743428230E0,9.745350458E0
8.850386835E0,9.277531877E-3,1.993172914E-1,9.732728958E0,9.734774082E0
8.852909459E0,1.039981376E-2,2.076221853E-1,9.743502617E0,9.745720003E0
8.855432857E0,2.102408372E-2,2.064250708E-1,9.756670952E0,9.758877056E0
8.857955887E0,-5.162497517E-3,2.063502520E-1,9.748216629E0,9.750401762E0
8.860478429E0,-1.107318327E-2,2.052279711E-1,9.739836693E0,9.742004924E0
8.863000117E0,-2.992752125E-4,2.088192850E-1,9.733851433E0,9.736091069E0
8.865508459E0,1.997661963E-2,2.064998895E-1,9.737517357E0,9.739727180E0
8.868047847E0,1.391629782E-2,2.040308714E-1,9.750685692E0,9.752830036E0
8.870570877E0,6.733692251E-3,2.004395723E-1,9.755399704E0,9.757460979E0
8.873094315E0,7.481880020E-4,2.123357654E-1,9.755399704E0,9.757710306E0
8.875617224E0,2.020107582E-3,2.076221853E-1,9.741034508E0,9.743247114E0
8.878122270E0,-2.693476854E-3,2.100163847E-1,9.731457710E0,9.733724020E0
8.880662919E0,3.217208432E-3,2.159270644E-1,9.747019768E0,9.749411736E0
8.883186194E0,-1.571194851E-3,1.980453730E-1,9.745822906E0,9.747835071E0
8.885708980E0,7.481880020E-4,2.051531523E-1,9.757793427E0,9.759949843E0
8.888231808E0,-3.965396434E-3,2.016366720E-1,9.741034508E0,9.743122002E0
8.890755163E0,-1.346738427E-3,1.909375787E-1,9.753977776E0,9.755846525E0
8.893278601E0,-3.666121280E-3,2.220622003E-1,9.736096382E0,9.738629155E0
8.895801429E0,5.835866556E-3,1.946037114E-1,9.740884781E0,9.742830234E0
8.898324215E0,4.713584669E-3,2.100912035E-1,9.734898567E0,9.737166459E0
8.900848018E0,-1.197100803E-2,2.088941038E-1,9.724124908E0,9.726375753E0
8.903351111E0,-2.244564093E-4,2.088192850E-1,9.758766174E0,9.761000092E0
8.905893429E0,9.352350608E-3,2.029085904E-1,9.754052162E0,9.756166919E0
8.908416704E0,8.230068721E-3,2.196680009E-1,9.742156029E0,9.744635748E0
8.910939571E0,8.230068721E-3,2.089689225E-1,9.736170769E0,9.738416554E0
8.913462602E0,2.319382969E-3,2.184709013E-1,9.732504845E0,9.734956881E0
8.915985633E0,2.169745276E-3,2.100912035E-1,9.755249977E0,9.757512241E0
8.918509274E0,-1.690904982E-2,2.183960825E-1,9.750386238E0,9.752846485E0
8.921032101E0,-2.693476854E-3,2.255038768E-1,9.773131371E0,9.775733018E0
8.923535397E0,-8.454524912E-3,1.945288926E-1,9.742006302E0,9.743951958E0
8.926078366E0,1.653495617E-2,2.148796022E-1,9.748142242E0,9.750524285E0
8.928601153E0,1.047463273E-3,2.148796022E-1,9.740884781E0,9.743254623E0
8.931106442E0,9.352350608E-3,2.100912035E-1,9.756446838E0,9.758713065E0
8.933646970E0,2.094926545E-3,2.243815958E-1,9.766023636E0,9.768601187E0
8.936170285E0,2.618658170E-2,2.376245260E-1,9.733851433E0,9.736786681E0
8.938692949E0,8.230068721E-3,2.053027898E-1,9.742081642E0,9.744248134E0
8.941216306E0,1.054945122E-2,2.220622003E-1,9.754052162E0,9.756585289E0
8.943739092E0,2.169745276E-3,2.171989828E-1,9.757643700E0,9.760060998E0
8.946262327E0,1.047463273E-3,2.136825025E-1,9.744475365E0,9.746818016E0
8.948785153E0,1.414075401E-2,2.112883031E-1,9.748142242E0,9.750442035E0
8.951308143E0,1.122282003E-3,2.100912035E-1,9.734898567E0,9.737165383E0
8.953831378E0,-4.938040860E-3,2.171989828E-1,9.751658440E0,9.754078229E0
8.956354571E0,-3.740940243E-3,2.029085904E-1,9.744475365E0,9.746588430E0
8.958877520E0,-1.346738427E-3,2.231844962E-1,9.748066902E0,9.750621594E0
8.961400185E0,-4.938040860E-3,2.148047835E-1,9.748066902E0,9.750434545E0
8.963923419E0,9.726444259E-4,2.267757952E-1,9.752855301E0,9.755491516E0
8.966446328E0,1.541267335E-2,2.029834092E-1,9.734973907E0,9.737102074E0
8.968970578E0,1.421557274E-2,1.946037114E-1,9.737367630E0,9.739322412E0
8.971492551E0,2.850596420E-2,2.137573212E-1,9.741034508E0,9.743421271E0
8.974015826E0,1.541267335E-2,2.077718228E-1,9.737367630E0,9.739596246E0
8.976538735E0,2.169745276E-3,2.041056901E-1,9.751658440E0,9.753794450E0
8.979060138E0,1.533785462E-2,2.184709013E-1,9.750535965E0,9.752995252E0
8.981584674E0,-7.332242560E-3,2.207902819E-1,9.745673180E0,9.748176642E0
8.984108234E0,-1.421557274E-3,2.255786955E-1,9.750461578E0,9.753070735E0
8.986603596E0,9.352350608E-3,2.172738016E-1,9.746870041E0,9.749295922E0
8.989139972E0,3.441664856E-3,2.220622003E-1,9.748066902E0,9.750596484E0
8.991662840E0,6.958148908E-3,2.005143911E-1,9.749263763E0,9.751328031E0
8.994185871E0,4.563947208E-3,2.005143911E-1,9.754052162E0,9.756114003E0
8.996706867E0,-1.092354488E-2,2.100163847E-1,9.747992516E0,9.750260729E0
8.999231606E0,8.155249991E-3,2.053027898E-1,9.748066902E0,9.750232001E0
9.001754881E0,-2.244564093E-4,2.160018831E-1,9.754052162E0,9.756443535E0
9.004277912E0,-2.244564093E-4,2.231844962E-1,9.750461578E0,9.753015552E0
9.006800658E0,1.309329085E-2,2.053776085E-1,9.728988647E0,9.731164961E0
9.009323932E0,2.730886266E-2,2.173486203E-1,9.746944427E0,9.749405719E0
9.011846963E0,5.761047825E-3,2.148796022E-1,9.752855301E0,9.755223880E0
9.014373005E0,-2.244564093E-4,2.231844962E-1,9.752855301E0,9.755408648E0
9.016892618E0,3.366846126E-3,2.100163847E-1,9.761235237E0,9.763494844E0
9.019416136E0,-8.604162373E-3,2.136076838E-1,9.755174637E0,9.757516819E0
9.021939330E0,2.244564006E-3,2.136825025E-1,9.748066902E0,9.750408893E0
9.024461995E0,1.294365339E-2,2.220622003E-1,9.752855301E0,9.755391621E0
9.026985351E0,5.761047825E-3,2.041056901E-1,9.761235237E0,9.763370610E0
9.029508178E0,4.638765939E-3,2.196680009E-1,9.739686966E0,9.742164941E0
9.032031249E0,2.169745276E-3,2.195931822E-1,9.754052162E0,9.756523943E0
9.034538737E0,4.638765939E-3,2.100912035E-1,9.739686966E0,9.741953707E0
9.037077311E0,-1.346738427E-3,2.291699946E-1,9.743278503E0,9.745973358E0
9.039600422E0,2.244564006E-3,2.172738016E-1,9.739686966E0,9.742110405E0
9.042123250E0,1.047463273E-3,2.088941038E-1,9.750461578E0,9.752699054E0
9.044646281E0,-9.651625529E-3,2.184709013E-1,9.738490105E0,9.740945139E0
9.047169312E0,1.414075401E-2,2.244564146E-1,9.743353844E0,9.745949147E0
9.049692504E0,9.427169338E-3,1.958008111E-1,9.736096382E0,9.738069603E0
9.052215454E0,9.202713147E-3,2.100163847E-1,9.743502617E0,9.745770099E0
9.054738770E0,1.032499503E-2,2.136076838E-1,9.751882553E0,9.754227195E0
9.057261679E0,3.217208432E-3,2.136076838E-1,9.748216629E0,9.750557217E0
9.059768839E0,-8.828618564E-3,2.171241641E-1,9.756521225E0,9.758940888E0
9.062293661E0,7.855974138E-3,2.171241641E-1,9.772158623E0,9.774573585E0
9.064814982E0,1.631049998E-2,2.052279711E-1,9.743502617E0,9.745677390E0
9.067344605E0,1.406593528E-2,2.076970041E-1,9.729137421E0,9.731364285E0
9.069876831E0,2.020107582E-3,2.243067771E-1,9.738714218E0,9.741297256E0
9.072399781E0,-1.646013698E-3,2.123357654E-1,9.753005028E0,9.755316307E0
9.074922893E0,4.414309282E-3,2.207154632E-1,9.745897293E0,9.748397245E0
9.077445965E0,-1.571194851E-3,2.195931822E-1,9.738639832E0,9.741115409E0
9.079969035E0,-1.473930385E-2,2.123357654E-1,9.750535965E0,9.752858828E0
9.082492025E0,8.005611598E-3,2.040308714E-1,9.743502617E0,9.745641894E0
9.085015016E0,-3.965396434E-3,2.159270644E-1,9.744625092E0,9.747017923E0
9.087552247E0,1.391629782E-2,2.064250708E-1,9.749488831E0,9.751683825E0
9.090075399E0,1.945288852E-3,2.099415660E-1,9.756596565E0,9.758855250E0
9.092598552E0,1.159691438E-2,2.088192850E-1,9.737517357E0,9.739763049E0
9.095121746E0,6.808510982E-3,2.160018831E-1,9.745897293E0,9.748293041E0
9.097644573E0,3.217208432E-3,2.243815958E-1,9.736320496E0,9.738906214E0
9.100167319E0,-1.346738450E-2,2.100163847E-1,9.732654572E0,9.734929546E0
9.102688152E0,4.339490552E-3,2.051531523E-1,9.758990288E0,9.761147375E0
9.105194175E0,1.152209565E-2,2.160018831E-1,9.744700432E0,9.747100906E0
9.107736655E0,1.152209565E-2,2.160018831E-1,9.749488831E0,9.751888126E0
9.110260255E0,8.978256374E-4,2.124105841E-1,9.732728958E0,9.735046586E0
9.112782716E0,-5.087678786E-3,2.160018831E-1,9.726743698E0,9.729143111E0
9.115305584E0,3.142389702E-3,2.219125628E-1,9.748216629E0,9.750742664E0
9.117828737E0,4.339490552E-3,2.111386657E-1,9.754201889E0,9.756487732E0
9.120352133E0,5.536591634E-3,2.028337717E-1,9.755399704E0,9.757509702E0
9.122874961E0,3.142389702E-3,2.255038768E-1,9.757793427E0,9.760399297E0
9.125397951E0,1.503857970E-2,2.326864749E-1,9.754277229E0,9.757063770E0
9.127921104E0,3.142389702E-3,2.338835746E-1,9.754201889E0,9.757005990E0
9.130444012E0,3.142389702E-3,2.255038768E-1,9.760188103E0,9.762793334E0
9.132966839E0,2.020107582E-3,2.160018831E-1,9.738714218E0,9.741109563E0
9.135490277E0,2.020107582E-3,2.100163847E-1,9.742231369E0,9.744495011E0
9.138012698E0,1.511339843E-2,2.136076838E-1,9.745897293E0,9.748249623E0
9.140536420E0,7.481880020E-4,2.016366720E-1,9.755399704E0,9.757483348E0
9.143059044E0,4.414309282E-3,2.183960825E-1,9.737517357E0,9.739967177E0
9.145596641E0,5.536591634E-3,2.171241641E-1,9.755399704E0,9.757817222E0
9.148110883E0,6.733692251E-3,2.088192850E-1,9.750611305E0,9.752849412E0
9.150609865E0,-6.359598134E-3,2.063502520E-1,9.749413490E0,9.751599063E0
9.153151777E0,1.152209565E-2,2.136076838E-1,9.745897293E0,9.748244716E0
9.155674848E0,5.461772438E-3,2.135328650E-1,9.761384964E0,9.763721756E0
9.158197757E0,1.518821716E-2,2.279728949E-1,9.734001160E0,9.736682233E0
9.160720380E0,2.229600400E-2,2.183960825E-1,9.744700432E0,9.747172947E0
9.163243655E0,9.277531877E-3,2.100912035E-1,9.727940559E0,9.730213354E0
9.165766727E0,1.406593528E-2,1.981201917E-1,9.725546837E0,9.727574761E0
9.168289595E0,1.039981376E-2,2.148047835E-1,9.743502617E0,9.745875666E0
9.170812665E0,-1.571194851E-3,2.088192850E-1,9.741034508E0,9.743272615E0
9.173335859E0,8.005611598E-3,2.088192850E-1,9.737517357E0,9.739759435E0
9.175858809E0,1.039981376E-2,2.052279711E-1,9.744700432E0,9.746866839E0
9.178381473E0,1.503857970E-2,2.183212638E-1,9.761459351E0,9.763912074E0
9.180904625E0,-1.107318327E-2,2.004395723E-1,9.738639832E0,9.740708619E0
9.183448164E0,-6.434416864E-3,2.123357654E-1,9.754201889E0,9.756514868E0
9.185929650E0,-8.753799833E-3,2.135328650E-1,9.747019768E0,9.749362403E0
9.188473881E0,9.277531877E-3,2.017114908E-1,9.726743698E0,9.728839425E0
9.190997318E0,-1.571194851E-3,2.123357654E-1,9.745822906E0,9.748135877E0
9.193520064E0,1.631049998E-2,2.100163847E-1,9.748291969E0,9.750567636E0
9.196023930E0,5.686229095E-3,2.160018831E-1,9.729137421E0,9.731536574E0
9.198566288E0,5.686229095E-3,2.148047835E-1,9.725546837E0,9.727920369E0
9.201089562E0,1.945288852E-3,2.039560527E-1,9.756596565E0,9.758728318E0
9.203612308E0,-1.571194851E-3,2.148047835E-1,9.742231369E0,9.744599305E0
9.206135014E0,1.159691438E-2,2.171989828E-1,9.731532097E0,9.733962546E0
9.208658045E0,7.481880020E-4,1.956511736E-1,9.751808167E0,9.753770679E0
9.211181075E0,2.020107582E-3,2.028337717E-1,9.748216629E0,9.750326818E0
9.213684737E0,8.155249991E-3,2.041056901E-1,9.749263763E0,9.751403467E0
9.216209518E0,1.047463273E-3,2.136825025E-1,9.737293243E0,9.739637622E0
9.218750655E0,1.294365339E-2,2.148796022E-1,9.745747566E0,9.748124764E0
9.221273645E0,2.319382969E-3,2.053776085E-1,9.731307983E0,9.733475248E0
9.223796147E0,1.301847212E-2,2.113631219E-1,9.731382370E0,9.733686182E0
9.226319666E0,4.563947208E-3,2.100163847E-1,9.760038376E0,9.762298746E0
9.228842493E0,-9.726444259E-3,2.231844962E-1,9.749189377E0,9.751748532E0
9.231365401E0,-1.346738427E-3,1.981201917E-1,9.750386238E0,9.752398947E0
9.233888514E0,-1.421557274E-3,2.088192850E-1,9.755174637E0,9.757409477E0
9.236411911E0,8.304887451E-3,1.969979107E-1,9.728988647E0,9.730986448E0
9.238934697E0,8.304887451E-3,2.017863095E-1,9.733777046E0,9.735871932E0
9.241438440E0,8.155249991E-3,2.172738016E-1,9.752855301E0,9.755278619E0
9.243980677E0,-6.135141943E-3,1.981201917E-1,9.744400978E0,9.746416761E0
9.246503871E0,8.230068721E-3,2.077718228E-1,9.733777046E0,9.735997763E0
9.249027023E0,1.533785462E-2,2.100912035E-1,9.754052162E0,9.756326519E0
9.251549769E0,8.155249991E-3,2.208651006E-1,9.750461578E0,9.752966159E0
9.254072800E0,8.155249991E-3,1.969230920E-1,9.758840561E0,9.760830616E0
9.256596075E0,1.885433868E-2,2.112883031E-1,9.764826775E0,9.767130601E0
9.259119430E0,1.047463273E-3,2.076970041E-1,9.744475365E0,9.746688631E0
9.261635462E0,-2.244564093E-4,1.933317930E-1,9.757569313E0,9.759484419E0
9.264164800E0,-7.332242560E-3,2.148047835E-1,9.747992516E0,9.750361683E0
9.266688238E0,3.441664856E-3,2.196680009E-1,9.742081642E0,9.744558512E0
9.269211024E0,-1.346738427E-3,2.088941038E-1,9.740884781E0,9.743124492E0
9.271734502E0,2.319382969E-3,2.088941038E-1,9.734898567E0,9.737139839E0
9.274257248E0,-2.281973511E-2,2.028337717E-1,9.744400978E0,9.746538498E0
9.276780442E0,4.638765939E-3,1.958008111E-1,9.742081642E0,9.744050195E0
9.279303065E0,-1.271919697E-3,2.005143911E-1,9.737293243E0,9.739357645E0
9.281807216E0,-1.496376062E-4,2.100912035E-1,9.748066902E0,9.750330593E0
9.284349208E0,4.563947208E-3,2.160018831E-1,9.756446838E0,9.758838689E0
9.286874355E0,8.155249991E-3,2.208651006E-1,9.750461578E0,9.752966159E0
9.289395351E0,1.174655184E-2,2.053027898E-1,9.748066902E0,9.750235666E0
9.291918626E0,2.020107768E-2,2.065747082E-1,9.734973907E0,9.737186358E0
9.294441575E0,9.277531877E-3,2.243815958E-1,9.757719040E0,9.760302968E0
9.296964403E0,9.277531877E-3,2.112883031E-1,9.750535965E0,9.752829355E0
9.299471889E0,1.765723713E-2,2.124854028E-1,9.754127502E0,9.756457613E0
9.302010463E0,8.978256374E-4,2.100163847E-1,9.756446838E0,9.758707015E0
9.304533779E0,2.169745276E-3,2.053027898E-1,9.750461578E0,9.752622977E0
9.307056973E0,2.012625895E-2,2.184709013E-1,9.733851433E0,9.736323655E0
9.309580043E0,2.491466142E-2,2.113631219E-1,9.737442970E0,9.739768514E0
9.312102708E0,5.761047825E-3,2.196680009E-1,9.743353844E0,9.745831485E0
9.314625576E0,8.080430329E-3,2.136076838E-1,9.752930641E0,9.755272914E0
9.317117805E0,9.726444259E-4,2.172738016E-1,9.740959167E0,9.743382080E0
9.319671718E0,6.958148908E-3,2.172738016E-1,9.738565445E0,9.740991389E0
9.322195034E0,4.563947208E-3,2.017114908E-1,9.744550705E0,9.746639257E0
9.324717740E0,-3.740940243E-3,1.969230920E-1,9.737293243E0,9.739285005E0
9.327240893E0,-1.219546515E-2,2.255038768E-1,9.754052162E0,9.756666147E0
9.329763760E0,4.489128012E-3,2.100163847E-1,9.764826775E0,9.767086002E0
9.332265225E0,2.094926545E-3,2.136076838E-1,9.754052162E0,9.756391045E0
9.334809781E0,2.094926545E-3,2.148047835E-1,9.761235237E0,9.763598662E0
9.337333300E0,2.169745276E-3,2.136076838E-1,9.749263763E0,9.751603811E0
9.339856493E0,1.301847212E-2,2.101660222E-1,9.727866173E0,9.730144887E0
9.342379076E0,1.294365339E-2,2.160767019E-1,9.745747566E0,9.748151225E0
9.344884163E0,-2.244564093E-4,2.148047835E-1,9.744550705E0,9.746917953E0
9.347402270E0,8.080430329E-3,1.981201917E-1,9.763628960E0,9.765642189E0
9.349948168E0,1.174655184E-2,2.029085904E-1,9.740959167E0,9.743079358E0
9.352471158E0,3.292027395E-3,2.100163847E-1,9.757643700E0,9.759904113E0
9.354994555E0,9.352350608E-3,1.969979107E-1,9.738565445E0,9.740562231E0
9.357517708E0,2.476502396E-2,2.136076838E-1,9.767295837E0,9.769662713E0
9.360040209E0,6.958148908E-3,2.160767019E-1,9.746944427E0,9.749341682E0
9.362563443E0,1.885433868E-2,2.005143911E-1,9.749339104E0,9.751419100E0
9.365086678E0,9.726444259E-4,2.088192850E-1,9.750461578E0,9.752697444E0
9.367609261E0,2.169745276E-3,2.076970041E-1,9.746870041E0,9.749082949E0
9.370132413E0,-1.683423109E-2,1.921346933E-1,9.728913307E0,9.730824902E0
9.372655648E0,-1.421557274E-3,2.064250708E-1,9.752855301E0,9.755039716E0
9.375179004E0,1.039981376E-2,2.064998895E-1,9.732728958E0,9.734924927E0
9.377702279E0,9.277531877E-3,2.029085904E-1,9.726743698E0,9.728864319E0
9.380225146E0,5.611410365E-3,2.052279711E-1,9.738714218E0,9.740878022E0
9.382751432E0,8.005611598E-3,2.171989828E-1,9.741108894E0,9.743533342E0
9.385247282E0,-3.740940010E-4,2.064250708E-1,9.737442970E0,9.739630745E0
9.387793873E0,-3.965396434E-3,1.956511736E-1,9.745822906E0,9.747787402E0
9.390316821E0,4.339490552E-3,2.063502520E-1,9.757793427E0,9.759976015E0
9.392839934E0,1.631049998E-2,2.064250708E-1,9.750685692E0,9.752884127E0
9.395343596E0,1.159691438E-2,1.981201917E-1,9.738714218E0,9.740736149E0
9.397885995E0,-3.965396434E-3,2.195183635E-1,9.748216629E0,9.750688770E0
9.400409107E0,2.828150801E-2,2.184709013E-1,9.738789558E0,9.741280791E0
9.402932300E0,1.144727692E-2,2.159270644E-1,9.764976501E0,9.767370251E0
9.405455087E0,7.481880020E-4,2.052279711E-1,9.750611305E0,9.752770883E0
9.407978199E0,8.978256374E-4,2.183960825E-1,9.723152161E0,9.725604639E0
9.410501596E0,-3.740940010E-4,2.159270644E-1,9.747019768E0,9.749411212E0
9.413004810E0,-6.359598134E-3,2.123357654E-1,9.745822906E0,9.748137825E0
9.415547210E0,9.127894416E-3,2.219125628E-1,9.755474091E0,9.758002010E0
9.418070810E0,1.870470122E-2,2.195931822E-1,9.743502617E0,9.745994781E0
9.420593718E0,2.229600400E-2,2.219873816E-1,9.742381096E0,9.744935347E0
9.423116708E0,3.217208432E-3,2.088192850E-1,9.736320496E0,9.738560091E0
9.425639495E0,2.341828495E-2,2.148047835E-1,9.765050888E0,9.767441239E0
9.428162811E0,9.202713147E-3,1.933317930E-1,9.741108894E0,9.743031580E0
9.430685719E0,1.631049998E-2,2.183960825E-1,9.750685692E0,9.753144844E0
9.433208383E0,8.230068488E-4,2.088192850E-1,9.739836693E0,9.742074983E0
9.435731577E0,-4.115034360E-3,2.039560527E-1,9.773281097E0,9.775409885E0
9.438255259E0,2.356792241E-2,2.041056901E-1,9.738789558E0,9.740956660E0
9.440777760E0,1.877951995E-2,2.064998895E-1,9.738714218E0,9.740921389E0
9.443300628E0,2.094926545E-3,2.100163847E-1,9.724349022E0,9.726616841E0
9.445824025E0,8.005611598E-3,2.136076838E-1,9.736320496E0,9.738666702E0
9.448347300E0,1.990180090E-2,2.171989828E-1,9.753080368E0,9.755518856E0
9.450850921E0,1.877951995E-2,2.219873816E-1,9.738789558E0,9.741337338E0
9.453392751E0,1.032499503E-2,2.136076838E-1,9.747094154E0,9.749439948E0
9.455916718E0,8.304887451E-3,1.981950104E-1,9.752780914E0,9.754798091E0
9.458439220E0,-1.212064642E-2,2.016366720E-1,9.771784782E0,9.773872420E0
9.460961802E0,1.548749208E-2,2.053776085E-1,9.739686966E0,9.741864402E0
9.463484792E0,3.591302549E-3,2.089689225E-1,9.742006302E0,9.744247929E0
9.466008515E0,1.047463273E-3,2.005143911E-1,9.759888649E0,9.761948246E0
9.468531220E0,-1.069908869E-2,2.053776085E-1,9.732355118E0,9.734527753E0
9.471053965E0,1.077390742E-2,2.053776085E-1,9.733701706E0,9.735874123E0
9.473577403E0,-2.543839393E-3,2.076970041E-1,9.761085510E0,9.763295287E0
9.476100637E0,1.189618930E-2,2.125602216E-1,9.745597839E0,9.747922887E0
9.478623017E0,5.985504016E-3,2.065747082E-1,9.739612579E0,9.741804870E0
9.481144094E0,-1.197100850E-3,2.005892098E-1,9.737217903E0,9.739283852E0
9.483639618E0,3.516483819E-3,2.077718228E-1,9.747992516E0,9.750207156E0
9.486178681E0,-4.788403399E-3,2.017863095E-1,9.743128777E0,9.745219289E0
9.488700979E0,8.304887451E-3,2.136825025E-1,9.752780914E0,9.755125050E0
9.491224254E0,-7.481880311E-5,2.244564146E-1,9.749189377E0,9.751772874E0
9.493747407E0,-2.543839393E-3,2.207902819E-1,9.761085510E0,9.763582599E0
9.496270072E0,1.047463273E-3,2.041056901E-1,9.758690834E0,9.760825120E0
9.498777599E0,1.122282003E-3,2.017863095E-1,9.752705574E0,9.754792924E0
9.501316702E0,5.985504016E-3,2.089689225E-1,9.740809441E0,9.743052519E0
9.503839611E0,2.394201700E-3,2.065747082E-1,9.732429504E0,9.734621867E0
9.506362276E0,-8.454524912E-3,1.933317930E-1,9.755100250E0,9.757019502E0
9.508885672E0,7.107786369E-3,1.969979107E-1,9.752780914E0,9.754772896E0
9.511408581E0,-4.713584669E-3,2.113631219E-1,9.722852707E0,9.725150968E0
9.513931693E0,5.985504016E-3,2.005892098E-1,9.740809441E0,9.742876393E0
9.516450207E0,3.516483819E-3,2.220622003E-1,9.745597839E0,9.748128089E0
9.518977591E0,9.501988068E-3,2.137573212E-1,9.743204117E0,9.745553291E0
9.521500907E0,8.379706182E-3,2.233341336E-1,9.738490105E0,9.741054249E0
9.524023571E0,5.835866556E-3,2.124854028E-1,9.759963036E0,9.762277529E0
9.526546765E0,1.421557274E-2,2.160767019E-1,9.759963036E0,9.762364963E0
9.529069714E0,-1.346738427E-3,2.124854028E-1,9.759888649E0,9.762201509E0
9.531592989E0,1.062426995E-2,2.220622003E-1,9.757569313E0,9.760101608E0
9.534115816E0,3.516483819E-3,2.208651006E-1,9.743204117E0,9.745707784E0
9.536639010E0,-7.332242560E-3,2.148047835E-1,9.751583099E0,9.753951394E0
9.539162080E0,2.319382969E-3,2.089689225E-1,9.727716446E0,9.729960978E0
9.541684867E0,5.761047825E-3,2.041056901E-1,9.749263763E0,9.751401758E0
9.544208061E0,3.441664856E-3,2.172738016E-1,9.745673180E0,9.748095479E0
9.546715385E0,-5.087678786E-3,2.123357654E-1,9.776722908E0,9.779029767E0
9.549254284E0,9.726444259E-4,2.219873816E-1,9.755249977E0,9.757775436E0
9.551776949E0,-3.740940243E-3,2.076970041E-1,9.749263763E0,9.751476605E0
9.554300346E0,4.563947208E-3,2.136825025E-1,9.749263763E0,9.751606276E0
9.556823255E0,1.294365339E-2,2.053027898E-1,9.749263763E0,9.751433777E0
9.559346488E0,1.892915741E-2,2.400187254E-1,9.742156029E0,9.745130650E0
9.561869235E0,6.958148908E-3,2.148796022E-1,9.755249977E0,9.757618755E0
9.564392510E0,1.286883373E-2,2.172738016E-1,9.760038376E0,9.762464986E0
9.566915215E0,9.427169338E-3,2.053776085E-1,9.740884781E0,9.743054200E0
9.569438286E0,9.277531877E-3,2.375497073E-1,9.764826775E0,9.767720198E0
9.571961601E0,7.032967638E-3,2.065747082E-1,9.734973907E0,9.737167943E0
9.574484551E0,-2.244564093E-4,2.041056901E-1,9.756371498E0,9.758506238E0
9.577007622E0,9.726444259E-4,2.088192850E-1,9.763554573E0,9.765787441E0
9.579530978E0,1.421557274E-2,2.029834092E-1,9.739762306E0,9.741887606E0
9.582050387E0,-6.060323212E-3,2.076970041E-1,9.727716446E0,9.729935356E0
9.584608981E0,-5.012859590E-3,2.148047835E-1,9.753977776E0,9.756344022E0
9.587095310E0,2.611176297E-2,2.005892098E-1,9.749339104E0,9.751437372E0
9.589637627E0,-8.604162373E-3,2.231844962E-1,9.755174637E0,9.757731168E0
9.592160292E0,7.032967638E-3,2.029085904E-1,9.745673180E0,9.747787805E0
9.594675347E0,-1.496376062E-4,2.076970041E-1,9.749263763E0,9.751475888E0
9.597205987E0,2.124853991E-2,2.112883031E-1,9.762507439E0,9.764816728E0
9.599729424E0,5.761047825E-3,2.100912035E-1,9.751658440E0,9.753922997E0
9.602252455E0,1.892915741E-2,2.088941038E-1,9.754127502E0,9.756382444E0
9.604775160E0,-3.815758973E-3,2.231844962E-1,9.757569313E0,9.760122170E0
9.607298232E0,4.638765939E-3,2.112883031E-1,9.742081642E0,9.744373709E0
9.609821506E0,-6.135141943E-3,2.112883031E-1,9.745673180E0,9.747965229E0
9.612325168E0,7.032967638E-3,2.041056901E-1,9.748066902E0,9.750205994E0
9.614847996E0,5.686229095E-3,2.136076838E-1,9.764826775E0,9.767164507E0
9.617390721E0,-8.753799833E-3,2.135328650E-1,9.763628960E0,9.765967611E0
9.619913751E0,1.159691438E-2,2.124105841E-1,9.758915901E0,9.761234159E0
9.622436538E0,8.080430329E-3,2.124105841E-1,9.749339104E0,9.751656091E0
9.624959935E0,-7.481880486E-3,1.968482733E-1,9.758840561E0,9.760828567E0
9.627482721E0,6.808510982E-3,2.052279711E-1,9.762507439E0,9.764666731E0
9.630005670E0,9.277531877E-3,2.160018831E-1,9.744625092E0,9.747023190E0
9.632519139E0,1.286883373E-2,2.196680009E-1,9.737442970E0,9.739928913E0
9.635051976E0,1.047463249E-2,2.183960825E-1,9.744625092E0,9.747077754E0
9.637574844E0,4.489128012E-3,1.861491799E-1,9.744550705E0,9.746329571E0
9.640098077E0,1.758241840E-2,2.017114908E-1,9.750611305E0,9.752713340E0
9.642620742E0,8.005611598E-3,2.004395723E-1,9.755324364E0,9.757386615E0
9.645143977E0,-1.219546515E-2,2.028337717E-1,9.746870041E0,9.748987940E0
9.647666926E0,9.277531877E-3,2.148047835E-1,9.744625092E0,9.746996735E0
9.650170710E0,-8.604162373E-3,2.112134844E-1,9.738565445E0,9.740859412E0
9.652713068E0,-2.618658124E-3,2.183960825E-1,9.733777046E0,9.736227159E0
9.655236221E0,2.828150801E-2,2.005143911E-1,9.764976501E0,9.767075915E0
9.657759537E0,2.229600400E-2,2.231844962E-1,9.766173363E0,9.768748670E0
9.660281997E0,5.611410365E-3,2.219125628E-1,9.762507439E0,9.765030884E0
