"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.462945490E1,-4.040215164E-3,2.278980762E-1,9.751808167E0,9.754471609E0
2.463197793E1,1.511339843E-2,2.112134844E-1,9.745897293E0,9.748197454E0
2.463450116E1,3.142389702E-3,2.099415660E-1,9.755399704E0,9.757658977E0
2.463702440E1,8.230068488E-4,2.112134844E-1,9.737442970E0,9.739733436E0
2.463954763E1,1.750759967E-2,2.028337717E-1,9.745897293E0,9.748023497E0
2.464207030E1,5.611410365E-3,2.160018831E-1,9.739912033E0,9.742308490E0
2.464457457E1,2.237082273E-2,2.184709013E-1,9.734001160E0,9.736478242E0
2.464711615E1,1.271919627E-2,2.052279711E-1,9.749488831E0,9.751656924E0
2.464963898E1,-5.162497517E-3,2.195183635E-1,9.741034508E0,9.743509031E0
2.465216205E1,2.020107582E-3,2.147299647E-1,9.747019768E0,9.749384975E0
2.465468549E1,4.414309282E-3,2.302922755E-1,9.743502617E0,9.746224770E0
2.465720844E1,-6.284779403E-3,2.160018831E-1,9.736246109E0,9.738643879E0
2.465973147E1,2.109890245E-2,2.219873816E-1,9.749488831E0,9.752038557E0
2.466225438E1,2.109890245E-2,2.160018831E-1,9.743502617E0,9.745919414E0
2.466477757E1,1.152209565E-2,2.124105841E-1,9.751882553E0,9.754202394E0
2.466728274E1,1.750759967E-2,2.338835746E-1,9.751882553E0,9.754702526E0
2.466982371E1,8.978256374E-4,2.171989828E-1,9.727940559E0,9.730365036E0
2.467235020E1,-7.481880486E-3,2.231096774E-1,9.738639832E0,9.741198062E0
2.467485081E1,1.159691438E-2,1.933317930E-1,9.745897293E0,9.747821588E0
2.467739244E1,-1.720832475E-2,2.134580463E-1,9.761309624E0,9.763658435E0
2.467991547E1,1.039981376E-2,2.028337717E-1,9.743502617E0,9.745619167E0
2.468243883E1,-3.965396434E-3,2.123357654E-1,9.743428230E0,9.745742449E0
2.468496190E1,-1.646013698E-3,2.135328650E-1,9.758990288E0,9.761326264E0
2.468748456E1,1.511339843E-2,2.100163847E-1,9.745897293E0,9.748171590E0
2.469000788E1,1.047463249E-2,2.207902819E-1,9.723227501E0,9.725739617E0
2.469253042E1,1.511339843E-2,2.255786955E-1,9.743502617E0,9.746125251E0
2.469505382E1,3.142389702E-3,2.027589530E-1,9.758990288E0,9.761096890E0
2.469757726E1,1.758241840E-2,2.088941038E-1,9.737517357E0,9.739773620E0
2.470010024E1,-8.753799833E-3,2.075473666E-1,9.745822906E0,9.748036554E0
2.470262303E1,4.339490552E-3,2.207154632E-1,9.747019768E0,9.749519398E0
2.470514598E1,5.461772438E-3,2.195183635E-1,9.763778687E0,9.766247610E0
2.470766950E1,-1.234510262E-2,2.147299647E-1,9.755324364E0,9.757695158E0
2.471017573E1,5.611410365E-3,2.219873816E-1,9.738714218E0,9.741245532E0
2.471270942E1,-5.237316247E-3,1.967734545E-1,9.758915901E0,9.760900921E0
2.471523867E1,9.277531877E-3,2.017114908E-1,9.745747566E0,9.747839208E0
2.471776134E1,2.094926545E-3,2.004395723E-1,9.752930641E0,9.754990338E0
2.472028453E1,-2.992752125E-4,2.028337717E-1,9.749339104E0,9.751448846E0
2.472280720E1,3.292027395E-3,2.136076838E-1,9.744550705E0,9.746892198E0
2.472533031E1,-3.965396434E-3,2.027589530E-1,9.773205757E0,9.775309596E0
2.472785342E1,-3.740940010E-4,2.100163847E-1,9.760112762E0,9.762372056E0
2.473037637E1,1.646013744E-2,2.291699946E-1,9.742231369E0,9.744940322E0
2.473289924E1,1.646013744E-2,2.267757952E-1,9.745822906E0,9.748474872E0
2.473542231E1,-3.890577704E-3,2.100163847E-1,9.745747566E0,9.748010958E0
2.473792646E1,2.094926545E-3,1.968482733E-1,9.754127502E0,9.756113825E0
2.474044941E1,4.563947208E-3,1.993172914E-1,9.733777046E0,9.735818599E0
2.474299136E1,1.167173311E-2,2.005143911E-1,9.752930641E0,9.754998634E0
2.474551488E1,5.611410365E-3,2.004395723E-1,9.761309624E0,9.763368941E0
2.474803779E1,2.169745276E-3,2.100912035E-1,9.738565445E0,9.740831584E0
2.475056053E1,1.167173311E-2,2.196680009E-1,9.737442970E0,9.739927405E0
2.475308381E1,2.356792241E-2,2.339583933E-1,9.743502617E0,9.746339581E0
2.475560655E1,9.726444259E-4,2.231844962E-1,9.733851433E0,9.736409810E0
2.475812348E1,4.563947208E-3,2.184709013E-1,9.731457710E0,9.733910804E0
2.476065286E1,9.726444259E-4,2.029085904E-1,9.734973907E0,9.737088365E0
2.476317573E1,-2.618658124E-3,2.100163847E-1,9.736170769E0,9.738435962E0
2.476569888E1,-2.244564093E-4,2.017114908E-1,9.732579231E0,9.734669284E0
2.476822163E1,6.808510982E-3,2.004395723E-1,9.766098022E0,9.768157091E0
2.477074490E1,-1.496376004E-3,2.255038768E-1,9.750535965E0,9.753143383E0
2.477326801E1,5.686229095E-3,2.136076838E-1,9.745747566E0,9.748089874E0
2.477579536E1,8.080430329E-3,2.207902819E-1,9.751732826E0,9.754235324E0
2.477830329E1,2.020107582E-3,2.124105841E-1,9.762507439E0,9.764818167E0
2.478083706E1,1.399111655E-2,2.219873816E-1,9.762507439E0,9.765040995E0
2.478336034E1,4.489128012E-3,2.088192850E-1,9.745747566E0,9.747985498E0
2.478588288E1,-2.768295817E-3,2.040308714E-1,9.762432098E0,9.764564339E0
2.478838719E1,-1.346738450E-2,2.028337717E-1,9.752855301E0,9.754973574E0
2.479092935E1,-1.421557274E-3,2.255786955E-1,9.742156029E0,9.744767409E0
2.479345238E1,1.294365339E-2,2.112883031E-1,9.726669312E0,9.728972514E0
2.479597570E1,1.997661963E-2,2.005143911E-1,9.757793427E0,9.759873854E0
2.479849828E1,-1.346738427E-3,2.136825025E-1,9.730185509E0,9.732531637E0
2.480102135E1,9.352350608E-3,1.993172914E-1,9.735048294E0,9.737093002E0
2.480352884E1,3.292027395E-3,1.980453730E-1,9.752930641E0,9.754941768E0
2.480605793E1,1.167173311E-2,2.148047835E-1,9.749413490E0,9.751786540E0
2.480859028E1,2.132335864E-2,2.232593149E-1,9.731532097E0,9.734116106E0
2.481111368E1,8.005611598E-3,2.064250708E-1,9.755324364E0,9.757511406E0
2.481363634E1,6.958148908E-3,2.172738016E-1,9.736246109E0,9.738672631E0
2.481615974E1,6.883329712E-3,2.171989828E-1,9.741034508E0,9.743458116E0
2.481868309E1,1.406593528E-2,2.148796022E-1,9.742231369E0,9.744610979E0
2.482120584E1,1.526303589E-2,2.076970041E-1,9.741034508E0,9.743260455E0
2.482372850E1,-1.496376004E-3,2.028337717E-1,9.749339104E0,9.751448956E0
2.482625133E1,1.167173311E-2,2.064998895E-1,9.742231369E0,9.744426637E0
2.482877460E1,-9.801262990E-3,2.112134844E-1,9.746870041E0,9.749163184E0
2.483129739E1,5.686229095E-3,2.160018831E-1,9.744550705E0,9.746946065E0
2.483382071E1,8.005611598E-3,2.088192850E-1,9.756521225E0,9.758758937E0
2.483634390E1,-5.012859590E-3,2.148047835E-1,9.745747566E0,9.748115810E0
2.483886673E1,2.237082273E-2,2.195931822E-1,9.753005028E0,9.755502483E0
2.484138976E1,1.279401500E-2,2.171989828E-1,9.754201889E0,9.756628187E0
2.484389436E1,-5.087678786E-3,2.207902819E-1,9.750535965E0,9.753036750E0
2.484643586E1,3.292027395E-3,1.993172914E-1,9.750535965E0,9.752573498E0
2.484893993E1,-1.496376004E-3,2.112134844E-1,9.754127502E0,9.756414132E0
2.485148225E1,4.489128012E-3,2.207902819E-1,9.748142242E0,9.750643347E0
2.485400532E1,9.277531877E-3,2.279728949E-1,9.742231369E0,9.744902758E0
2.485652794E1,1.877951995E-2,2.207902819E-1,9.748216629E0,9.750734765E0
2.485905105E1,1.414075401E-2,1.946037114E-1,9.732654572E0,9.734610191E0
2.486157412E1,1.518821716E-2,2.124105841E-1,9.755399704E0,9.757723726E0
2.486409724E1,-2.768295817E-3,1.980453730E-1,9.761235237E0,9.763244491E0
2.486662023E1,-6.209960673E-3,2.040308714E-1,9.742156029E0,9.744294292E0
2.486914301E1,1.406593528E-2,2.029085904E-1,9.749413490E0,9.751534913E0
2.487163834E1,5.761047825E-3,2.207902819E-1,9.736246109E0,9.738750938E0
2.487418932E1,-1.227028389E-2,2.123357654E-1,9.752855301E0,9.755174194E0
2.487671207E1,1.025017630E-2,2.003647536E-1,9.773355484E0,9.775414493E0
2.487923558E1,7.481880020E-4,2.099415660E-1,9.761384964E0,9.763642375E0
2.488175874E1,-2.843114547E-3,1.932569742E-1,9.756521225E0,9.758435467E0
2.488428258E1,9.127894416E-3,2.064250708E-1,9.749413490E0,9.751602844E0
2.488678547E1,1.631049998E-2,1.992424726E-1,9.750685692E0,9.752734748E0
2.488932799E1,5.611410365E-3,1.992424726E-1,9.745822906E0,9.747860954E0
2.489184284E1,8.230068488E-4,2.112134844E-1,9.737442970E0,9.739733436E0
2.489435485E1,7.930792868E-3,2.219125628E-1,9.756596565E0,9.759123148E0
2.489689680E1,1.862988248E-2,1.956511736E-1,9.757868767E0,9.759847813E0
2.489942007E1,-1.114800200E-2,2.135328650E-1,9.743428230E0,9.745774174E0
2.490194298E1,-5.237316247E-3,2.087444663E-1,9.763704300E0,9.765936890E0
2.490446553E1,1.376665942E-2,2.135328650E-1,9.776947021E0,9.779288260E0
2.490698884E1,7.481880020E-4,2.278980762E-1,9.760188103E0,9.762848452E0
2.490949938E1,1.511339843E-2,2.112134844E-1,9.744700432E0,9.747000875E0
2.491203470E1,-2.768295817E-3,2.171241641E-1,9.750611305E0,9.753028832E0
2.491455785E1,3.142389702E-3,2.147299647E-1,9.760188103E0,9.762550416E0
2.491708113E1,-8.753799833E-3,2.111386657E-1,9.743428230E0,9.745719565E0
2.491960416E1,-1.646013698E-3,2.003647536E-1,9.758990288E0,9.761047084E0
2.492212662E1,-3.740940010E-4,2.136076838E-1,9.742231369E0,9.744572871E0
2.492465018E1,2.094926545E-3,2.040308714E-1,9.730335236E0,9.732474340E0
2.492717321E1,-1.354220323E-2,2.147299647E-1,9.749339104E0,9.751712942E0
2.492969612E1,8.230068488E-4,2.100163847E-1,9.744625092E0,9.746888003E0
2.493221890E1,1.032499503E-2,2.171989828E-1,9.748291969E0,9.750716811E0
2.493474226E1,8.230068488E-4,2.267009765E-1,9.743428230E0,9.746065241E0
2.493726525E1,4.489128012E-3,1.921346933E-1,9.735048294E0,9.736945167E0
2.493977355E1,6.658873521E-3,2.027589530E-1,9.766173363E0,9.768280180E0
2.494231111E1,-7.556699216E-3,1.979705542E-1,9.752930641E0,9.754942621E0
2.494483459E1,-7.706336677E-3,2.074725479E-1,9.774477959E0,9.776682649E0
2.494735737E1,-1.571194851E-3,2.135328650E-1,9.747019768E0,9.749358600E0
2.494987995E1,8.230068488E-4,2.112134844E-1,9.742231369E0,9.744520710E0
2.495240323E1,-1.646013698E-3,1.884685606E-1,9.764901161E0,9.766719910E0
2.495492650E1,1.945288852E-3,2.159270644E-1,9.758990288E0,9.761378987E0
2.495744950E1,2.124853991E-2,2.112883031E-1,9.745822906E0,9.748136149E0
2.495997252E1,1.174655184E-2,2.124854028E-1,9.737367630E0,9.739692828E0
2.496249568E1,9.352350608E-3,2.231844962E-1,9.744550705E0,9.747110712E0
2.496501871E1,-1.458966639E-2,2.028337717E-1,9.749189377E0,9.751310061E0
2.496754150E1,1.054945122E-2,2.076970041E-1,9.739762306E0,9.741982299E0
2.497006497E1,2.843114547E-2,2.125602216E-1,9.744625092E0,9.746984577E0
2.497255785E1,2.020107768E-2,2.041805089E-1,9.730259895E0,9.732422894E0
2.497510245E1,2.169745276E-3,2.100912035E-1,9.742156029E0,9.744421333E0
2.497762475E1,1.765723713E-2,2.375497073E-1,9.749413490E0,9.752323059E0
2.498014257E1,1.054945122E-2,2.124854028E-1,9.745747566E0,9.748069397E0
2.498266568E1,1.414075401E-2,2.172738016E-1,9.745747566E0,9.748179496E0
2.498517199E1,-1.421557274E-3,2.112134844E-1,9.751658440E0,9.753945637E0
2.498771105E1,2.244564146E-2,2.268506140E-1,9.749413490E0,9.752078159E0
2.499023481E1,2.252046019E-2,2.328361124E-1,9.735048294E0,9.737858343E0
2.499275793E1,1.660977490E-2,2.113631219E-1,9.731457710E0,9.733766970E0
2.499528067E1,1.167173311E-2,2.112883031E-1,9.750535965E0,9.752831926E0
2.499780383E1,-9.726444259E-3,2.183960825E-1,9.731307983E0,9.733763225E0
2.500032694E1,-2.618658124E-3,2.124105841E-1,9.745673180E0,9.747988040E0
2.500284993E1,9.352350608E-3,2.196680009E-1,9.742156029E0,9.744636760E0
2.500537695E1,-2.543839393E-3,2.017114908E-1,9.739686966E0,9.741775823E0
2.500789595E1,-2.693476854E-3,1.956511736E-1,9.758840561E0,9.760802002E0
2.501041906E1,9.277531877E-3,2.064250708E-1,9.762432098E0,9.764618674E0
2.501294189E1,8.155249991E-3,2.124854028E-1,9.743353844E0,9.745673947E0
2.501546516E1,2.094926545E-3,2.315641940E-1,9.756521225E0,9.759269070E0
2.501798811E1,-7.407061290E-3,2.112134844E-1,9.752855301E0,9.755144926E0
2.502051126E1,-6.209960673E-3,2.088192850E-1,9.744475365E0,9.746714533E0
2.502303405E1,1.892915741E-2,2.065747082E-1,9.738639832E0,9.740848895E0
2.502555716E1,1.054945122E-2,1.981201917E-1,9.750535965E0,9.752554255E0
2.502808036E1,2.124853991E-2,2.124854028E-1,9.751732826E0,9.754070671E0
2.503060335E1,1.533785462E-2,2.077718228E-1,9.735048294E0,9.737277323E0
2.503312630E1,-2.618658124E-3,1.981201917E-1,9.748066902E0,9.750080348E0
2.503564945E1,1.653495617E-2,2.220622003E-1,9.737442970E0,9.739988738E0
2.503817236E1,3.366846126E-3,2.183960825E-1,9.739762306E0,9.742211144E0
2.504069526E1,-6.284779403E-3,2.160018831E-1,9.751732826E0,9.754126790E0
2.504321826E1,-1.496376004E-3,2.052279711E-1,9.749339104E0,9.751499050E0
2.504574149E1,-1.107318327E-2,2.088192850E-1,9.754052162E0,9.756293440E0
2.504826452E1,-7.556699216E-3,1.991676539E-1,9.769615173E0,9.771648044E0
2.505078743E1,1.391629782E-2,2.195183635E-1,9.776872635E0,9.779346629E0
2.505331054E1,-5.087678786E-3,2.112134844E-1,9.754127502E0,9.756415343E0
2.505583353E1,-2.618658124E-3,2.148047835E-1,9.739762306E0,9.742131067E0
2.505835644E1,6.958148908E-3,2.256535143E-1,9.726669312E0,9.729288968E0
2.506087996E1,-6.284779403E-3,2.207154632E-1,9.758840561E0,9.761338223E0
2.506340282E1,1.047463249E-2,2.064998895E-1,9.744625092E0,9.746818460E0
2.506592582E1,-6.135141943E-3,2.041056901E-1,9.731382370E0,9.733524521E0
2.506844852E1,9.352350608E-3,2.005143911E-1,9.733851433E0,9.735920974E0
2.507096952E1,6.958148908E-3,2.088941038E-1,9.738639832E0,9.740882451E0
2.507349474E1,9.202713147E-3,2.052279711E-1,9.758915901E0,9.761077952E0
2.507603173E1,-7.407061290E-3,2.064250708E-1,9.746944427E0,9.749132877E0
2.507855501E1,-2.693476854E-3,2.171989828E-1,9.751732826E0,9.754151720E0
2.508107869E1,-1.496376004E-3,2.171989828E-1,9.755324364E0,9.757742110E0
2.508360111E1,-1.099836361E-2,2.195931822E-1,9.739762306E0,9.742243680E0
2.508612381E1,-1.346738450E-2,2.040308714E-1,9.755249977E0,9.757392689E0
2.508864713E1,8.005611598E-3,2.040308714E-1,9.758915901E0,9.761051801E0
2.509115108E1,6.883329712E-3,2.171989828E-1,9.750535965E0,9.752957212E0
2.509369295E1,-2.693476854E-3,2.267757952E-1,9.746944427E0,9.749582565E0
2.509621630E1,2.005143836E-2,2.029085904E-1,9.748216629E0,9.750348784E0
2.509873946E1,2.094926545E-3,2.088192850E-1,9.743353844E0,9.745591516E0
2.510126261E1,9.726444259E-4,1.909375787E-1,9.738565445E0,9.740437107E0
2.510378515E1,2.020107582E-3,2.159270644E-1,9.762507439E0,9.764895292E0
2.510630851E1,1.039981376E-2,2.136076838E-1,9.755324364E0,9.757668258E0
2.510880371E1,-9.876081720E-3,2.040308714E-1,9.750461578E0,9.752601044E0
2.511133508E1,5.686229095E-3,1.873462796E-1,9.749339104E0,9.751140647E0
2.511387711E1,-8.678981103E-3,2.183960825E-1,9.749339104E0,9.751788817E0
2.511640043E1,2.169745276E-3,2.243815958E-1,9.739762306E0,9.742346821E0
2.511892382E1,3.067570971E-3,2.099415660E-1,9.755474091E0,9.757733323E0
2.512144669E1,-4.115034360E-3,2.170493454E-1,9.760188103E0,9.762602069E0
2.512396932E1,6.733692251E-3,2.183212638E-1,9.743502617E0,9.745950583E0
2.512649222E1,1.264437754E-2,2.195183635E-1,9.749488831E0,9.751968040E0
2.512901574E1,1.152209565E-2,2.088192850E-1,9.735198021E0,9.737444159E0
2.513153865E1,1.391629782E-2,2.076221853E-1,9.739986420E0,9.742208994E0
2.513406209E1,6.883329712E-3,2.112134844E-1,9.722029686E0,9.724326184E0
2.513658500E1,-2.768295817E-3,2.362777740E-1,9.736320496E0,9.739187422E0
2.513911877E1,-5.237316247E-3,2.111386657E-1,9.744700432E0,9.746988944E0
2.514163065E1,7.855974138E-3,2.243067771E-1,9.754277229E0,9.756859101E0
2.514415393E1,-2.917933278E-3,2.110638469E-1,9.767370224E0,9.769650841E0
2.514667696E1,-2.326864749E-2,2.241571397E-1,9.764901161E0,9.767501346E0
2.514920459E1,2.454056777E-2,2.148047835E-1,9.755548477E0,9.757943914E0
2.515172314E1,4.339490552E-3,2.195183635E-1,9.747094154E0,9.749566739E0
2.515421427E1,1.870470122E-3,2.099415660E-1,9.756670952E0,9.758929604E0
2.515674971E1,-4.115034360E-3,2.147299647E-1,9.757793427E0,9.760156681E0
2.515927262E1,-1.234510262E-2,2.051531523E-1,9.742231369E0,9.744399020E0
2.516179654E1,-4.115034360E-3,2.087444663E-1,9.757793427E0,9.760026831E0
2.516431822E1,-6.434416864E-3,2.087444663E-1,9.756596565E0,9.758831497E0
2.516683888E1,-2.768295817E-3,2.135328650E-1,9.736320496E0,9.738662164E0
2.516936056E1,9.127894416E-3,1.896656603E-1,9.739912033E0,9.741762818E0
2.517190714E1,-4.489128187E-4,1.979705542E-1,9.753005028E0,9.755014076E0
2.517442924E1,4.339490552E-3,2.087444663E-1,9.750685692E0,9.752920821E0
2.517695345E1,-6.359598134E-3,2.088192850E-1,9.732728958E0,9.734970925E0
2.517947644E1,5.461772438E-3,2.075473666E-1,9.753080368E0,9.755289970E0
2.518199943E1,1.750759967E-2,2.100163847E-1,9.743577957E0,9.745856802E0
2.518452258E1,6.658873521E-3,2.075473666E-1,9.757868767E0,9.760078028E0
2.518701196E1,1.025017630E-2,2.111386657E-1,9.756670952E0,9.758960634E0
2.518956864E1,3.142389702E-3,2.099415660E-1,9.750685692E0,9.752946057E0
2.519209188E1,5.611410365E-3,1.861491799E-1,9.737517357E0,9.739298090E0
2.519459672E1,-8.753799833E-3,2.171241641E-1,9.742231369E0,9.744654513E0
2.519713802E1,1.945288852E-3,2.087444663E-1,9.751882553E0,9.754116637E0
2.519966129E1,1.279401500E-2,1.969230920E-1,9.743428230E0,9.745426418E0
2.520218363E1,-1.496376004E-3,2.088192850E-1,9.737442970E0,9.739681891E0
2.520469002E1,1.286883373E-2,2.124854028E-1,9.736320496E0,9.738647362E0
2.520722245E1,-6.359598134E-3,2.111386657E-1,9.756521225E0,9.758807632E0
2.520975305E1,6.883329712E-3,2.088941038E-1,9.733851433E0,9.736095102E0
2.521227588E1,1.997661963E-2,2.088941038E-1,9.745897293E0,9.748156229E0
2.521479870E1,1.750759967E-2,2.124105841E-1,9.758990288E0,9.761317340E0
2.521732230E1,3.217208432E-3,2.028337717E-1,9.755324364E0,9.757433337E0
2.521984501E1,1.750759967E-2,2.219873816E-1,9.760188103E0,9.762727934E0
2.522236788E1,9.202713147E-3,2.195931822E-1,9.742231369E0,9.744710252E0
2.522489087E1,2.020107582E-3,2.183212638E-1,9.755399704E0,9.757842571E0
2.522741406E1,2.356792241E-2,2.171989828E-1,9.748291969E0,9.750739826E0
2.522993709E1,5.611410365E-3,2.183960825E-1,9.751808167E0,9.754255013E0
2.523245980E1,-1.571194851E-3,2.064250708E-1,9.755324364E0,9.757508249E0
2.523498327E1,8.230068488E-4,2.076221853E-1,9.747019768E0,9.749230842E0
2.523750618E1,8.978256374E-4,2.112134844E-1,9.741034508E0,9.743324136E0
2.524000984E1,6.808510982E-3,2.004395723E-1,9.755399704E0,9.757461031E0
2.524253353E1,1.047463249E-2,2.100912035E-1,9.739836693E0,9.742107926E0
2.524507495E1,9.277531877E-3,2.219873816E-1,9.735123634E0,9.737658684E0
2.524759826E1,9.202713147E-3,2.124105841E-1,9.750611305E0,9.752928984E0
2.525012113E1,2.020107582E-3,2.171989828E-1,9.748216629E0,9.750636232E0
2.525264433E1,2.117372118E-2,2.076970041E-1,9.747094154E0,9.749329763E0
2.525516736E1,1.286883373E-2,2.148047835E-1,9.739836693E0,9.742213583E0
2.525769051E1,1.758241840E-2,2.136076838E-1,9.745897293E0,9.748253763E0
2.526021334E1,1.032499503E-2,2.088192850E-1,9.764976501E0,9.767214453E0
2.526273682E1,8.005611598E-3,2.040308714E-1,9.744625092E0,9.746764123E0
2.526525976E1,6.883329712E-3,2.052279711E-1,9.743428230E0,9.745591802E0
2.526778243E1,9.202713147E-3,2.028337717E-1,9.754201889E0,9.756314915E0
2.527030530E1,6.808510982E-3,2.112134844E-1,9.753005028E0,9.755294181E0
2.527283679E1,2.020107582E-3,2.076221853E-1,9.754127502E0,9.756337140E0
2.527535148E1,6.808510982E-3,2.278980762E-1,9.749413490E0,9.752079127E0
2.527787455E1,1.518821716E-2,2.076221853E-1,9.748216629E0,9.750439226E0
2.528039758E1,5.686229095E-3,2.041056901E-1,9.739836693E0,9.741976713E0
2.528292090E1,8.230068488E-4,2.160018831E-1,9.751808167E0,9.754200121E0
2.528544674E1,-5.162497517E-3,2.016366720E-1,9.755324364E0,9.757409361E0
2.528796704E1,7.481880020E-4,1.968482733E-1,9.763704300E0,9.765688478E0
2.529049011E1,-6.359598134E-3,2.123357654E-1,9.757719040E0,9.760031136E0
2.529301290E1,-8.678981103E-3,2.148047835E-1,9.743353844E0,9.745725245E0
2.529553564E1,-1.496376004E-3,2.160018831E-1,9.742231369E0,9.744625755E0
2.529805904E1,-3.740940010E-4,2.124105841E-1,9.751732826E0,9.754045905E0
2.530058203E1,2.603694424E-2,2.005892098E-1,9.726743698E0,9.728846639E0
2.530310555E1,1.646013744E-2,2.184709013E-1,9.735123634E0,9.737588646E0
2.530562817E1,1.039981376E-2,2.255786955E-1,9.750611305E0,9.753225863E0
2.530815548E1,4.489128012E-3,2.362777740E-1,9.741034508E0,9.743900688E0
2.531065519E1,6.808510982E-3,1.992424726E-1,9.749413490E0,9.751451550E0
2.531317215E1,1.279401500E-2,2.100163847E-1,9.749413490E0,9.751683648E0
2.531570292E1,7.930792868E-3,2.148047835E-1,9.760188103E0,9.762554778E0
2.531824320E1,5.611410365E-3,2.148047835E-1,9.750611305E0,9.752978694E0
2.532076599E1,6.808510982E-3,1.980453730E-1,9.757719040E0,9.759731000E0
2.532328943E1,1.039981376E-2,2.064250708E-1,9.749413490E0,9.751604118E0
2.532581254E1,-1.571194851E-3,2.195183635E-1,9.756521225E0,9.758990583E0
2.532833529E1,2.708440647E-2,2.088941038E-1,9.756670952E0,9.758944532E0
2.533085067E1,8.230068488E-4,2.016366720E-1,9.749339104E0,9.751424049E0
2.533338155E1,1.391629782E-2,2.004395723E-1,9.756596565E0,9.758665187E0
2.533590450E1,-1.571194851E-3,2.135328650E-1,9.755324364E0,9.757661205E0
2.533840877E1,8.230068488E-4,2.040308714E-1,9.748142242E0,9.750277250E0
2.534095036E1,8.005611598E-3,2.112134844E-1,9.756596565E0,9.758885785E0
2.534347396E1,1.152209565E-2,2.100163847E-1,9.755399704E0,9.757666884E0
2.534599707E1,1.945288852E-3,2.123357654E-1,9.766098022E0,9.768406259E0
2.534851978E1,1.765723713E-2,2.088941038E-1,9.737517357E0,9.739773755E0
2.535104260E1,-5.087678786E-3,2.088192850E-1,9.744550705E0,9.746789206E0
2.535356584E1,9.277531877E-3,2.183960825E-1,9.741034508E0,9.743486861E0
2.535608879E1,-1.571194851E-3,2.052279711E-1,9.756521225E0,9.758679593E0
2.535861157E1,8.230068488E-4,2.076221853E-1,9.751732826E0,9.753942832E0
2.536113497E1,1.945288852E-3,2.039560527E-1,9.748291969E0,9.750425538E0
2.536365788E1,-7.556699216E-3,2.219125628E-1,9.729137421E0,9.731670835E0
2.536618119E1,7.855974138E-3,2.111386657E-1,9.753080368E0,9.755368672E0
2.536870370E1,-3.740940010E-4,2.207154632E-1,9.736320496E0,9.738821913E0
2.537122701E1,1.511339843E-2,2.255786955E-1,9.738789558E0,9.741413461E0
2.537375903E1,5.536591634E-3,2.099415660E-1,9.748291969E0,9.750553955E0
2.537626274E1,1.518821716E-2,2.100163847E-1,9.731606483E0,9.733884236E0
2.537879606E1,-2.843114547E-3,2.135328650E-1,9.749488831E0,9.751827358E0
2.538131938E1,6.733692251E-3,2.159270644E-1,9.745897293E0,9.748291332E0
2.538384229E1,1.271919627E-2,2.100163847E-1,9.739986420E0,9.742258676E0
2.538634599E1,7.855974138E-3,2.171241641E-1,9.753080368E0,9.755500053E0
2.538888806E1,7.481880020E-4,2.015618533E-1,9.750685692E0,9.752768797E0
2.539141138E1,8.978256024E-3,2.075473666E-1,9.768642426E0,9.770851107E0
2.539393425E1,-1.361702196E-2,2.146551460E-1,9.751808167E0,9.754179862E0
2.539645712E1,5.461772438E-3,2.302174568E-1,9.756670952E0,9.759388197E0
2.539898039E1,-8.828618564E-3,2.159270644E-1,9.748216629E0,9.750611770E0
2.540150334E1,-1.720832428E-3,1.979705542E-1,9.760188103E0,9.762195814E0
2.540398853E1,-1.571194851E-3,2.123357654E-1,9.738714218E0,9.741028876E0
2.540654936E1,5.611410365E-3,2.088192850E-1,9.725621223E0,9.727864368E0
2.540907272E1,1.159691438E-2,1.969230920E-1,9.734001160E0,9.735999783E0
2.541159587E1,1.982698217E-2,1.992424726E-1,9.751882553E0,9.753937872E0
2.541411841E1,1.384147815E-2,2.231096774E-1,9.751882553E0,9.754444261E0
2.541664189E1,1.743278094E-2,2.195183635E-1,9.756670952E0,9.759155715E0
2.541916468E1,7.855974138E-3,1.956511736E-1,9.756670952E0,9.758635620E0
2.542169190E1,-1.646013698E-3,2.135328650E-1,9.750685692E0,9.753023657E0
2.542421594E1,1.496376097E-2,2.087444663E-1,9.765050888E0,9.767293229E0
2.542673356E1,-1.720832428E-3,2.147299647E-1,9.754201889E0,9.756565298E0
2.542925688E1,7.930792868E-3,2.076221853E-1,9.736320496E0,9.738537193E0
2.543177934E1,-2.917933278E-3,2.123357654E-1,9.760188103E0,9.762497979E0
2.543430298E1,-5.237316247E-3,2.111386657E-1,9.747019768E0,9.749307735E0
2.543682601E1,1.391629782E-2,2.064250708E-1,9.739986420E0,9.742183555E0
2.543934896E1,1.743278094E-2,2.088192850E-1,9.747169495E0,9.749421652E0
2.544186035E1,4.563947208E-3,2.112883031E-1,9.724274635E0,9.726570863E0
2.544439478E1,-2.992752125E-4,2.255786955E-1,9.738639832E0,9.741252055E0
2.544691814E1,-8.678981103E-3,2.123357654E-1,9.749339104E0,9.751654975E0
2.544944092E1,5.611410365E-3,1.992424726E-1,9.753005028E0,9.755041575E0
2.545196420E1,9.352350608E-3,2.148796022E-1,9.726743698E0,9.729121424E0
2.545448698E1,1.399111655E-2,2.195931822E-1,9.753005028E0,9.755486866E0
2.545701005E1,3.142389702E-3,2.027589530E-1,9.772084236E0,9.774188017E0
